成份代码,成份名称,所属GICS行业代码1,所属GICS行业1,所属GICS行业代码,所属GICS行业,市盈率(PE),截止日期,收盘价,涨跌幅[%],指数权重,指数贡献[点],流通市值[亿],总市值[亿],流通股本[亿],总股本[亿]
06837.HK,海通证券,"4,020.0000",综合金融,40.0000,金融,18.0227,2012-12-31,13.3000,2.1505,0.0000,0.0000,198.5145,"1,274.7679",14.9259,95.8472
06030.HK,中信证券,"4,020.0000",综合金融,40.0000,金融,36.2819,2012-12-31,19.6000,2.1898,0.0000,0.0000,230.9522,"2,159.3140",11.7833,110.1691
03360.HK,远东宏信,"4,020.0000",综合金融,40.0000,金融,10.5754,2012-12-31,6.2400,-0.9524,0.0000,0.0000,205.4458,205.4458,32.9240,32.9240
01788.HK,国泰君安国际,"4,020.0000",综合金融,40.0000,金融,20.9722,2012-12-31,3.1800,0.0000,0.0000,0.0000,52.1520,52.1520,16.4000,16.4000
01051.HK,国际资源,"4,020.0000",综合金融,40.0000,金融,——,2012-12-31,0.3650,1.3889,0.0000,0.0000,69.0634,69.0634,189.2148,189.2148
00806.HK,惠理集团,"4,020.0000",综合金融,40.0000,金融,17.1354,2012-12-31,5.1200,-0.5825,0.0000,0.0000,89.8664,89.8664,17.5520,17.5520
00388.HK,香港交易所,"4,020.0000",综合金融,40.0000,金融,106.3958,2012-12-31,131.9000,0.0000,0.0000,0.0000,"1,516.5969","1,516.5969",11.4981,11.4981
00165.HK,中国光大控股,"4,020.0000",综合金融,40.0000,金融,15.2938,2012-12-31,14.9400,3.4626,0.0000,0.0000,257.0519,257.0519,17.2056,17.2056
00142.HK,第一太平,"4,020.0000",综合金融,40.0000,金融,4.6672,2012-12-31,8.5100,0.7101,0.0000,0.0000,325.9466,325.9466,38.3016,38.3016
03898.HK,中车时代电气,"2,010.0000",资本品,20.0000,工业,17.7655,2012-12-31,28.7000,4.7445,0.0000,0.0000,130.9031,311.1814,4.5611,10.8426
03808.HK,中国重汽,"2,010.0000",资本品,20.0000,工业,179.1736,2012-12-31,5.9200,-0.5042,0.0000,0.0000,163.4508,163.4508,27.6099,27.6099
03393.HK,威胜控股,"2,010.0000",资本品,20.0000,工业,4.5091,2012-12-31,3.6300,-1.3587,0.0000,0.0000,33.7343,33.7343,9.2932,9.2932
03339.HK,中国龙工,"2,010.0000",资本品,20.0000,工业,18.2962,2012-12-31,2.0400,-5.1163,0.0000,0.0000,87.3140,87.3140,42.8010,42.8010
03311.HK,中国建筑国际,"2,010.0000",资本品,20.0000,工业,11.8208,2012-12-31,9.3000,3.6789,0.0000,0.0000,361.5326,361.5326,38.8745,38.8745
02789.HK,远大中国,"2,010.0000",资本品,20.0000,工业,2.7596,2012-12-31,0.9200,0.0000,0.0000,0.0000,57.1204,57.1204,62.0873,62.0873
02727.HK,上海电气,"2,010.0000",资本品,20.0000,工业,11.7976,2012-12-31,3.3100,-1.1940,0.0000,0.0000,98.4034,424.4620,29.7291,128.2363
02357.HK,中航科工,"2,010.0000",资本品,20.0000,工业,32.5609,2012-12-31,3.4200,1.1834,0.0000,0.0000,80.5900,187.2255,23.5643,54.7443
02128.HK,中国联塑,"2,010.0000",资本品,20.0000,工业,23.9670,2012-12-31,5.3100,-0.1880,0.0000,0.0000,161.0843,161.0843,30.3360,30.3360
01893.HK,中材股份,"2,010.0000",资本品,20.0000,工业,——,2012-12-31,2.3800,0.8475,0.0000,0.0000,27.7067,85.0008,11.6415,35.7146
01882.HK,海天国际,"2,010.0000",资本品,20.0000,工业,20.3687,2012-12-31,9.2500,1.6483,0.0000,0.0000,147.6300,147.6300,15.9600,15.9600
01800.HK,中国交通建设,"2,010.0000",资本品,20.0000,工业,4.7153,2012-12-31,7.4800,-0.1335,0.0000,0.0000,331.1770,"1,209.8702",44.2750,161.7474
01766.HK,中国中车,"2,010.0000",资本品,20.0000,工业,19.7299,2012-12-31,6.7600,-0.4418,0.0000,0.0000,136.8224,933.0828,20.2400,138.0300
01633.HK,上谕集团,"2,010.0000",资本品,20.0000,工业,1.9572,2012-12-31,——,——,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
01618.HK,中国中冶,"2,010.0000",资本品,20.0000,工业,7.2148,2012-12-31,1.5100,0.0000,0.0000,0.0000,43.3521,288.5610,28.7100,191.1000
01205.HK,中信资源,"2,010.0000",资本品,20.0000,工业,-1.6354,2012-12-31,1.1900,1.7094,0.0000,0.0000,93.6023,93.6023,78.6574,78.6574
01186.HK,中国铁建,"2,010.0000",资本品,20.0000,工业,6.5847,2012-12-31,8.8100,0.0000,0.0000,0.0000,182.9217,"1,086.9374",20.7630,123.3754
01157.HK,中联重科,"2,010.0000",资本品,20.0000,工业,13.2550,2012-12-31,11.4200,-0.8681,0.0000,0.0000,163.3093,880.0200,14.3003,77.0595
01101.HK,华荣能源,"2,010.0000",资本品,20.0000,工业,-0.0380,2012-12-31,1.2400,-0.8000,0.0000,0.0000,86.8000,86.8000,70.0000,70.0000
01072.HK,东方电气,"2,010.0000",资本品,20.0000,工业,4.5505,2012-12-31,15.6400,-1.3871,0.0000,0.0000,53.1760,313.4037,3.4000,20.0386
00868.HK,信义玻璃,"2,010.0000",资本品,20.0000,工业,15.5936,2012-12-31,4.7800,1.4862,0.0000,0.0000,180.9495,180.9495,37.8555,37.8555
00716.HK,胜狮货柜,"2,010.0000",资本品,20.0000,工业,3.1373,2012-12-31,1.8500,-6.0914,0.0000,0.0000,44.7728,44.7728,24.2015,24.2015
00659.HK,新创建集团,"2,010.0000",资本品,20.0000,工业,6.1766,2012-12-31,13.1000,-0.4559,0.0000,0.0000,477.3471,477.3471,36.4387,36.4387
00658.HK,中国高速传动,"2,010.0000",资本品,20.0000,工业,112.4973,2012-12-31,3.0200,-2.2654,0.0000,0.0000,41.1549,41.1549,13.6274,13.6274
00631.HK,三一国际,"2,010.0000",资本品,20.0000,工业,26.9936,2012-12-31,4.0500,-3.1100,0.0000,0.0000,125.7580,125.7580,31.0514,31.0514
00589.HK,建中建设,"2,010.0000",资本品,20.0000,工业,——,2012-12-31,——,——,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
00390.HK,中国中铁,"2,010.0000",资本品,20.0000,工业,8.5937,2012-12-31,4.5300,-0.8753,0.0000,0.0000,190.5948,964.8855,42.0739,212.9990
00363.HK,上海实业控股,"2,010.0000",资本品,20.0000,工业,4.8277,2012-12-31,27.2500,0.9259,0.0000,0.0000,294.3679,294.3679,10.8025,10.8025
00331.HK,丰盛服务集团,"2,010.0000",资本品,20.0000,工业,10.5640,2012-12-31,——,——,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
00179.HK,德昌电机控股,"2,010.0000",资本品,20.0000,工业,8.4526,2012-12-31,5.1600,0.1942,0.0000,0.0000,185.1260,185.1260,35.8771,35.8771
00148.HK,建滔集团,"2,010.0000",资本品,20.0000,工业,8.5723,2012-12-31,27.5000,0.7326,0.0000,0.0000,235.0334,235.0334,8.5467,8.5467
00013.HK,和记黄埔,"2,010.0000",资本品,20.0000,工业,——,2012-12-31,80.9000,-0.3695,0.0000,0.0000,"3,449.0670","3,449.0670",42.6337,42.6337
03933.HK,联邦制药,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,331.6611,2012-12-31,3.7100,-0.8021,0.0000,0.0000,60.3571,60.3571,16.2688,16.2688
02877.HK,神威药业,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,5.1549,2012-12-31,13.1000,0.9245,0.0000,0.0000,108.3370,108.3370,8.2700,8.2700
02005.HK,石四药集团,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,33.0506,2012-12-31,2.3000,8.4906,0.0000,0.0000,67.3883,67.3883,29.2993,29.2993
01177.HK,中国生物制药,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,165.8330,2012-12-31,3.7000,0.2710,0.0000,0.0000,182.8341,182.8341,49.4146,49.4146
01093.HK,石药集团,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,128.0155,2012-12-31,2.2300,-2.1930,0.0000,0.0000,60.7769,60.7769,27.2542,27.2542
00460.HK,四环医药,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,5.1404,2012-12-31,3.4000,0.8902,0.0000,0.0000,175.9508,175.9508,51.7502,51.7502
03382.HK,天津港发展,"2,030.0000",运输,20.0000,工业,4.4797,2012-12-31,1.1000,-1.7857,0.0000,0.0000,67.7380,67.7380,61.5800,61.5800
02866.HK,中远海发,"2,030.0000",运输,20.0000,工业,-2.8323,2012-12-31,2.2300,-2.1930,0.0000,0.0000,83.6473,260.5337,37.5100,116.8313
02343.HK,太平洋航运,"2,030.0000",运输,20.0000,工业,458.1970,2012-12-31,4.3500,-0.9112,0.0000,0.0000,84.2411,84.2411,19.3658,19.3658
01919.HK,中远海控,"2,030.0000",运输,20.0000,工业,158.4159,2012-12-31,3.8000,-0.2625,0.0000,0.0000,98.0628,388.2184,25.8060,102.1627
01308.HK,海丰国际,"2,030.0000",运输,20.0000,工业,31.4109,2012-12-31,2.6000,3.5857,0.0000,0.0000,67.1970,67.1970,25.8450,25.8450
01199.HK,中远海运港口,"2,030.0000",运输,20.0000,工业,2.6214,2012-12-31,11.0400,-2.1277,0.0000,0.0000,307.5801,307.5801,27.8605,27.8605
01138.HK,中远海能,"2,030.0000",运输,20.0000,工业,-6.2351,2012-12-31,4.4400,-0.4484,0.0000,0.0000,57.5424,151.1621,12.9600,34.0455
