成份代码,成份名称,所属GICS行业代码1,所属GICS行业1,所属GICS行业代码,所属GICS行业,市盈率(PE),截止日期,收盘价,涨跌幅[%],指数权重,指数贡献[点],流通市值[亿],总市值[亿],流通股本[亿],总股本[亿]
01333.HK,中国忠旺,"1,510.0000",原材料,15.0000,原材料,3.4855,2009-12-31,6.2400,7.5862,0.0000,0.0000,337.3535,337.3535,54.0631,54.0631
00914.HK,海螺水泥,"1,510.0000",原材料,15.0000,原材料,25.6486,2009-12-31,49.9000,1.9408,0.0000,0.0000,216.1668,881.4507,4.3320,17.6643
00697.HK,首程控股,"1,510.0000",原材料,15.0000,原材料,-9.8263,2009-12-31,1.9400,0.0000,0.0000,0.0000,158.6024,158.6024,81.7538,81.7538
00691.HK,山水水泥,"1,510.0000",原材料,15.0000,原材料,7.5083,2009-12-31,5.6600,-1.9064,0.0000,0.0000,158.6670,158.6670,28.0330,28.0330
00358.HK,江西铜业股份,"1,510.0000",原材料,15.0000,原材料,7.1361,2009-12-31,18.3600,1.5487,0.0000,0.0000,254.7417,554.9923,13.8748,30.2283
00347.HK,鞍钢股份,"1,510.0000",原材料,15.0000,原材料,21.3198,2009-12-31,17.1200,1.3018,0.0000,0.0000,185.8890,"1,238.5991",10.8580,72.3481
00336.HK,华宝国际,"1,510.0000",原材料,15.0000,原材料,11.1122,2009-12-31,8.3700,1.7011,0.0000,0.0000,261.1782,261.1782,31.2041,31.2041
00323.HK,马鞍山钢铁股份,"1,510.0000",原材料,15.0000,原材料,82.7959,2009-12-31,5.6800,1.4286,0.0000,0.0000,98.4304,437.3987,17.3293,77.0068
00297.HK,中化化肥,"1,510.0000",原材料,15.0000,原材料,-8.8117,2009-12-31,4.3400,1.1655,0.0000,0.0000,304.4663,304.4663,70.1535,70.1535
03988.HK,中国银行,"4,010.0000",银行,40.0000,金融,3.8205,2009-12-31,4.2000,3.1941,0.0000,0.0000,"3,192.8506","10,661.2448",760.2025,"2,538.3916"
03968.HK,招商银行,"4,010.0000",银行,40.0000,金融,14.6962,2009-12-31,20.3500,2.5706,0.0000,0.0000,704.2321,"3,890.8162",34.6060,191.1949
03328.HK,交通银行,"4,010.0000",银行,40.0000,金融,3.9647,2009-12-31,9.0100,2.2701,0.0000,0.0000,"2,078.1086","4,414.3940",230.6447,489.9438
02388.HK,中银香港,"4,010.0000",银行,40.0000,金融,10.6431,2009-12-31,17.6000,-0.1135,0.0000,0.0000,"1,860.8093","1,860.8093",105.7278,105.7278
02356.HK,大新银行集团,"4,010.0000",银行,40.0000,金融,5.8344,2009-12-31,11.6000,0.8696,0.0000,0.0000,128.9640,128.9640,11.1176,11.1176
01398.HK,工商银行,"4,010.0000",银行,40.0000,金融,4.8757,2009-12-31,6.4400,1.4173,0.0000,0.0000,"5,348.8387","21,510.8139",830.5650,"3,340.1885"
01111.HK,创兴银行,"4,010.0000",银行,40.0000,金融,15.8768,2009-12-31,15.1200,1.3405,0.0000,0.0000,65.7720,65.7720,4.3500,4.3500
00998.HK,中信银行,"4,010.0000",银行,40.0000,金融,3.3195,2009-12-31,6.6300,1.3761,0.0000,0.0000,822.2395,"2,587.9107",124.0180,390.3334
00939.HK,建设银行,"4,010.0000",银行,40.0000,金融,5.2471,2009-12-31,6.6700,2.9321,0.0000,0.0000,"14,986.7619","15,587.0619","2,246.8908","2,336.8908"
00440.HK,大新金融,"4,010.0000",银行,40.0000,金融,4.7346,2009-12-31,43.0000,1.6548,0.0000,0.0000,111.9164,111.9164,2.6027,2.6027
00349.HK,工银亚洲,"4,010.0000",银行,40.0000,金融,——,2009-12-31,——,——,0.0000,0.0000,0.0000,0.0000,13.1834,13.1834
00023.HK,东亚银行,"4,010.0000",银行,40.0000,金融,7.7575,2009-12-31,30.8500,-1.2800,0.0000,0.0000,570.5127,570.5127,18.4931,18.4931
00011.HK,恒生银行,"4,010.0000",银行,40.0000,金融,8.6856,2009-12-31,114.7000,0.4378,0.0000,0.0000,"2,192.8836","2,192.8836",19.1184,19.1184
00005.HK,汇丰控股,"4,010.0000",银行,40.0000,金融,5.5907,2009-12-31,89.4000,0.7892,0.0000,0.0000,"15,562.9369","15,562.9369",174.0821,174.0821
01833.HK,平安好医生,"3,510.0000",医疗保健设备与服务,35.0000,医疗保健,——,2009-12-31,——,——,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
00308.HK,香港中旅,"2,530.0000",消费者服务,25.0000,非日常生活消费品,5.9601,2009-12-31,2.3200,0.8547,0.0000,0.0000,132.1322,132.1322,56.9536,56.9536
00880.HK,澳博控股,"2,530.0000",消费者服务,25.0000,非日常生活消费品,7.9281,2009-12-31,4.2800,1.1820,0.0000,0.0000,214.0000,214.0000,50.0000,50.0000
00538.HK,味千(中国),"2,530.0000",消费者服务,25.0000,非日常生活消费品,5.0218,2009-12-31,6.6400,0.1508,0.0000,0.0000,70.9091,70.9091,10.6791,10.6791
00341.HK,大家乐集团,"2,530.0000",消费者服务,25.0000,非日常生活消费品,17.7768,2009-12-31,17.7400,-0.1126,0.0000,0.0000,98.9182,98.9182,5.5760,5.5760
00200.HK,新濠国际发展,"2,530.0000",消费者服务,25.0000,非日常生活消费品,16.6245,2009-12-31,3.5800,0.2801,0.0000,0.0000,44.0433,44.0433,12.3026,12.3026
00069.HK,香格里拉(亚洲),"2,530.0000",消费者服务,25.0000,非日常生活消费品,7.5904,2009-12-31,14.6000,-0.8152,0.0000,0.0000,421.4989,421.4989,28.8698,28.8698
00045.HK,大酒店,"2,530.0000",消费者服务,25.0000,非日常生活消费品,6.3203,2009-12-31,11.3600,-0.5254,0.0000,0.0000,167.0366,167.0366,14.7039,14.7039
00027.HK,银河娱乐,"2,530.0000",消费者服务,25.0000,非日常生活消费品,26.4217,2009-12-31,3.2100,1.9048,0.0000,0.0000,126.5250,126.5250,39.4159,39.4159
00291.HK,华润啤酒,"3,010.0000",食品与主要用品零售,30.0000,日常消费品,87.5656,2009-12-31,28.3500,3.0909,0.0000,0.0000,679.1379,679.1379,23.9555,23.9555
02319.HK,蒙牛乳业,"3,020.0000",食品、饮料与烟草,30.0000,日常消费品,69.3266,2009-12-31,27.7500,1.6484,0.0000,0.0000,482.0710,482.0710,17.3719,17.3719
01886.HK,汇源果汁,"3,020.0000",食品、饮料与烟草,30.0000,日常消费品,18.5727,2009-12-31,5.5200,0.0000,0.0000,0.0000,81.0787,81.0787,14.6882,14.6882
01068.HK,雨润食品,"3,020.0000",食品、饮料与烟草,30.0000,日常消费品,28.4335,2009-12-31,23.0000,4.3084,0.0000,0.0000,384.8405,384.8405,16.7322,16.7322
00682.HK,超大现代,"3,020.0000",食品、饮料与烟草,30.0000,日常消费品,-0.0553,2009-12-31,8.3000,0.4843,0.0000,0.0000,252.6410,252.6410,30.4387,30.4387
00606.HK,中国粮油控股,"3,020.0000",食品、饮料与烟草,30.0000,日常消费品,14.6964,2009-12-31,10.2000,2.0000,0.0000,0.0000,393.5757,393.5757,38.5858,38.5858
00506.HK,中国食品,"3,020.0000",食品、饮料与烟草,30.0000,日常消费品,-8.8353,2009-12-31,6.9600,1.4577,0.0000,0.0000,194.2892,194.2892,27.9151,27.9151
00322.HK,康师傅控股,"3,020.0000",食品、饮料与烟草,30.0000,日常消费品,27.1960,2009-12-31,19.2000,0.1043,0.0000,0.0000,"1,072.6643","1,072.6643",55.8679,55.8679
00220.HK,统一企业中国,"3,020.0000",食品、饮料与烟草,30.0000,日常消费品,27.7190,2009-12-31,5.7100,1.0619,0.0000,0.0000,205.5283,205.5283,35.9945,35.9945
00168.HK,青岛啤酒股份,"3,020.0000",食品、饮料与烟草,30.0000,日常消费品,38.0734,2009-12-31,43.0000,4.6229,0.0000,0.0000,281.6797,580.9226,6.5507,13.5098
00151.HK,中国旺旺,"3,020.0000",食品、饮料与烟草,30.0000,日常消费品,12.6717,2009-12-31,5.4400,1.4925,0.0000,0.0000,718.5451,718.5451,132.0855,132.0855
01133.HK,哈尔滨电气,"2,020.0000",商业和专业服务,20.0000,工业,4.9235,2009-12-31,6.9400,0.2890,0.0000,0.0000,46.8846,95.5503,6.7557,13.7681
00656.HK,复星国际,"2,020.0000",商业和专业服务,20.0000,工业,10.6674,2009-12-31,5.4200,1.4981,0.0000,0.0000,348.0504,348.0504,64.2159,64.2159
00267.HK,中信股份,"2,020.0000",商业和专业服务,20.0000,工业,28.4079,2009-12-31,20.9000,1.2107,0.0000,0.0000,762.5758,762.5758,36.4869,36.4869
00242.HK,信德集团,"2,020.0000",商业和专业服务,20.0000,工业,6.2731,2009-12-31,4.8800,1.2448,0.0000,0.0000,98.7571,98.7571,20.2371,20.2371
00054.HK,合和实业,"2,020.0000",商业和专业服务,20.0000,工业,24.6868,2009-12-31,25.1000,0.1996,0.0000,0.0000,220.4793,220.4793,8.7840,8.7840
01688.HK,阿里巴巴,"4,510.0000",软件与服务,45.0000,信息技术,——,2009-12-31,18.0000,-0.3322,0.0000,0.0000,907.1463,907.1463,50.3970,50.3970
00700.HK,腾讯控股,"4,510.0000",软件与服务,45.0000,信息技术,268.0200,2009-12-31,168.5000,2.0594,0.0000,0.0000,"3,064.8297","3,064.8297",18.1889,18.1889
00302.HK,中手游,"4,510.0000",软件与服务,45.0000,信息技术,——,2009-12-31,——,——,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
01211.HK,比亚迪股份,"2,510.0000",汽车与汽车零部件,25.0000,非日常生活消费品,294.3656,2009-12-31,68.4500,2.9323,0.0000,0.0000,488.8015,"1,557.3060",7.1410,22.7510
00489.HK,东风集团股份,"2,510.0000",汽车与汽车零部件,25.0000,非日常生活消费品,3.4425,2009-12-31,11.1800,0.9025,0.0000,0.0000,319.2708,963.2822,28.5573,86.1612
00425.HK,敏实集团,"2,510.0000",汽车与汽车零部件,25.0000,非日常生活消费品,22.4199,2009-12-31,11.4400,1.4184,0.0000,0.0000,110.4596,110.4596,9.6556,9.6556
00203.HK,骏威汽车,"2,510.0000",汽车与汽车零部件,25.0000,非日常生活消费品,——,2009-12-31,——,——,0.0000,0.0000,0.0000,0.0000,75.1870,75.1870
02883.HK,中海油田服务,"1,010.0000",能源,10.0000,能源,3.6309,2009-12-31,9.3000,1.4177,0.0000,0.0000,142.7412,418.0648,15.3485,44.9532
01898.HK,中煤能源,"1,010.0000",能源,10.0000,能源,5.4791,2009-12-31,14.2400,2.0057,0.0000,0.0000,584.7888,"1,888.0337",41.0666,132.5866
01393.HK,恒鼎实业,"1,010.0000",能源,10.0000,能源,-0.5529,2009-12-31,9.7700,-0.6104,0.0000,0.0000,201.2620,201.2620,20.6000,20.6000
01171.HK,兖州煤业股份,"1,010.0000",能源,10.0000,能源,29.8857,2009-12-31,17.1600,0.9412,0.0000,0.0000,336.0614,843.9974,19.5840,49.1840
01088.HK,中国神华,"1,010.0000",能源,10.0000,能源,4.3709,2009-12-31,38.0000,2.7027,0.0000,0.0000,"1,291.4614","7,558.0558",33.9858,198.8962
00883.HK,中国海洋石油,"1,010.0000",能源,10.0000,能源,5.6888,2009-12-31,12.2000,2.3490,0.0000,0.0000,"5,449.6424","5,449.6424",446.6920,446.6920
00857.HK,中国石油股份,"1,010.0000",能源,10.0000,能源,3.0090,2009-12-31,9.3200,0.8658,0.0000,0.0000,"1,966.4175","17,057.5551",210.9890,"1,830.2098"
00639.HK,首钢资源,"1,010.0000",能源,10.0000,能源,8.5585,2009-12-31,7.5400,0.1328,0.0000,0.0000,404.9405,404.9405,53.7056,53.7056
00467.HK,联合能源集团,"1,010.0000",能源,10.0000,能源,29.6318,2009-12-31,0.5300,-3.6364,0.0000,0.0000,67.7186,67.7186,127.7709,127.7709
00386.HK,中国石油化工股份,"1,010.0000",能源,10.0000,能源,5.1530,2009-12-31,6.9100,1.7673,0.0000,0.0000,"1,159.5317","5,991.1385",167.8049,867.0244
00338.HK,上海石油化工股份,"1,010.0000",能源,10.0000,能源,7.2044,2009-12-31,3.0700,-0.3247,0.0000,0.0000,71.5310,221.0400,23.3000,72.0000
00276.HK,蒙古能源,"1,010.0000",能源,10.0000,能源,-0.2483,2009-12-31,3.9800,1.7903,0.0000,0.0000,242.8914,242.8914,61.0280,61.0280
00135.HK,昆仑能源,"1,010.0000",能源,10.0000,能源,7.5580,2009-12-31,10.3200,1.1765,0.0000,0.0000,509.4492,509.4492,49.3652,49.3652
03998.HK,波司登,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,27.6344,2009-12-31,1.7400,-0.5714,0.0000,0.0000,135.2389,135.2389,77.7235,77.7235
03818.HK,中国动向,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,24.2104,2009-12-31,6.0000,2.9160,0.0000,0.0000,339.9841,339.9841,56.6640,56.6640
02678.HK,天虹纺织,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,3.7571,2009-12-31,0.9200,0.0000,0.0000,0.0000,8.1391,8.1391,8.8468,8.8468
02331.HK,李宁,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,-170.5676,2009-12-31,29.5000,2.9668,0.0000,0.0000,308.9964,308.9964,10.4745,10.4745
01836.HK,九兴控股,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,6.4759,2009-12-31,14.0800,0.5714,0.0000,0.0000,111.8486,111.8486,7.9438,7.9438
01361.HK,361度,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,8.6182,2009-12-31,4.5600,1.3333,0.0000,0.0000,94.1828,94.1828,20.6541,20.6541
00669.HK,创科实业,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,91.3957,2009-12-31,6.4900,0.6202,0.0000,0.0000,103.2723,103.2723,15.9125,15.9125
00551.HK,裕元集团,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,6.1877,2009-12-31,22.5000,0.8969,0.0000,0.0000,371.0089,371.0089,16.4893,16.4893
00494.HK,利丰,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,1.8825,2009-12-31,32.2500,0.7813,0.0000,0.0000,"1,217.7979","1,217.7979",37.7612,37.7612
00493.HK,国美零售,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,22.0299,2009-12-31,2.8200,0.7143,0.0000,0.0000,424.5604,424.5604,150.5533,150.5533
00368.HK,德合集团,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,——,2009-12-31,——,——,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
00321.HK,德永佳集团,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,2.3981,2009-12-31,7.2500,-1.2262,0.0000,0.0000,96.3065,96.3065,13.2837,13.2837
00210.HK,达芙妮国际,"2,520.0000",耐用消费品与服装,25.0000,非日常生活消费品,0.9420,2009-12-31,6.2500,-0.7937,0.0000,0.0000,102.3683,102.3683,16.3789,16.3789
00511.HK,电视广播,"5,020.0000",媒体与娱乐,50.0000,通讯服务,2.2530,2009-12-31,37.3500,-0.1337,0.0000,0.0000,163.5930,163.5930,4.3800,4.3800
03368.HK,百盛集团,"2,550.0000",零售业,25.0000,非日常生活消费品,1.5814,2009-12-31,13.6800,2.0896,0.0000,0.0000,384.0280,384.0280,28.0722,28.0722
03308.HK,金鹰商贸集团,"2,550.0000",零售业,25.0000,非日常生活消费品,7.5597,2009-12-31,15.8400,1.0204,0.0000,0.0000,307.6076,307.6076,19.4197,19.4197
02020.HK,安踏体育,"2,550.0000",零售业,25.0000,非日常生活消费品,134.1545,2009-12-31,11.5200,1.4085,0.0000,0.0000,287.0885,287.0885,24.9209,24.9209
01880.HK,百丽国际,"2,550.0000",零售业,25.0000,非日常生活消费品,——,2009-12-31,9.0600,0.4435,0.0000,0.0000,764.1415,764.1415,84.3423,84.3423
01212.HK,利福国际,"2,550.0000",零售业,25.0000,非日常生活消费品,4.1532,2009-12-31,14.5000,4.6176,0.0000,0.0000,242.6749,242.6749,16.7362,16.7362
00848.HK,茂业国际,"2,550.0000",零售业,25.0000,非日常生活消费品,1.8896,2009-12-31,2.1400,0.0000,0.0000,0.0000,109.9929,109.9929,51.3986,51.3986
00825.HK,新世界百货中国,"2,550.0000",零售业,25.0000,非日常生活消费品,4.3083,2009-12-31,7.1100,1.8625,0.0000,0.0000,119.8849,119.8849,16.8615,16.8615
00330.HK,思捷环球,"2,550.0000",零售业,25.0000,非日常生活消费品,8.0880,2009-12-31,51.7500,0.5831,0.0000,0.0000,645.5952,645.5952,12.4753,12.4753
01044.HK,恒安国际,"3,030.0000",家庭与个人用品,30.0000,日常消费品,19.8384,2009-12-31,57.6000,1.6770,0.0000,0.0000,702.3247,702.3247,12.1931,12.1931
02038.HK,富智康集团,"4,520.0000",技术硬件与设备,45.0000,信息技术,12.2506,2009-12-31,9.0200,1.4623,0.0000,0.0000,640.4099,640.4099,70.9989,70.9989
02018.HK,瑞声科技,"4,520.0000",技术硬件与设备,45.0000,信息技术,17.6940,2009-12-31,12.8200,1.7460,0.0000,0.0000,157.4296,157.4296,12.2800,12.2800
01888.HK,建滔积层板,"4,520.0000",技术硬件与设备,45.0000,信息技术,20.5965,2009-12-31,5.3700,0.5618,0.0000,0.0000,161.1000,161.1000,30.0000,30.0000
00992.HK,联想集团,"4,520.0000",技术硬件与设备,45.0000,信息技术,9.4759,2009-12-31,4.8600,2.1008,0.0000,0.0000,462.5645,462.5645,95.1779,95.1779
00903.HK,冠捷科技,"4,520.0000",技术硬件与设备,45.0000,信息技术,-24.5849,2009-12-31,4.7800,1.7021,0.0000,0.0000,100.9179,100.9179,21.1125,21.1125
00303.HK,VTECH HOLDINGS,"4,520.0000",技术硬件与设备,45.0000,信息技术,7.1461,2009-12-31,74.3000,1.4335,0.0000,0.0000,183.5137,183.5137,2.4699,2.4699
00285.HK,比亚迪电子,"4,520.0000",技术硬件与设备,45.0000,信息技术,71.0358,2009-12-31,6.3500,3.2520,0.0000,0.0000,143.0785,143.0785,22.5320,22.5320
01038.HK,长江基建集团,"5,510.0000",公用事业,55.0000,公用事业,9.4171,2009-12-31,29.5500,-0.5051,0.0000,0.0000,666.1190,666.1190,22.5421,22.5421
02688.HK,新奥能源,"5,510.0000",公用事业,55.0000,公用事业,61.0347,2009-12-31,20.0000,0.9082,0.0000,0.0000,210.0299,210.0299,10.5015,10.5015
02380.HK,中国电力,"5,510.0000",公用事业,55.0000,公用事业,5.0171,2009-12-31,1.9500,0.5155,0.0000,0.0000,99.5877,99.5877,51.0706,51.0706
00991.HK,大唐发电,"5,510.0000",公用事业,55.0000,公用事业,4.4120,2009-12-31,3.3500,1.8237,0.0000,0.0000,111.0752,394.6313,33.1568,117.8004
00902.HK,华能国际电力股份,"5,510.0000",公用事业,55.0000,公用事业,4.1315,2009-12-31,4.3900,1.6204,0.0000,0.0000,134.1313,529.2313,30.5538,120.5538
00836.HK,华润电力,"5,510.0000",公用事业,55.0000,公用事业,4.1792,2009-12-31,15.4400,1.5789,0.0000,0.0000,723.1218,723.1218,46.8343,46.8343
00392.HK,北京控股,"5,510.0000",公用事业,55.0000,公用事业,7.7674,2009-12-31,56.2500,0.8969,0.0000,0.0000,639.7712,639.7712,11.3737,11.3737
00270.HK,粤海投资,"5,510.0000",公用事业,55.0000,公用事业,18.5819,2009-12-31,4.5300,1.1161,0.0000,0.0000,281.4687,281.4687,62.1344,62.1344
00006.HK,电能实业,"5,510.0000",公用事业,55.0000,公用事业,8.4300,2009-12-31,42.2000,-0.1183,0.0000,0.0000,900.6584,900.6584,21.3426,21.3426
00003.HK,香港中华煤气,"5,510.0000",公用事业,55.0000,公用事业,28.7813,2009-12-31,19.5000,0.1027,0.0000,0.0000,"1,273.2298","1,273.2298",65.2938,65.2938
00002.HK,中电控股,"5,510.0000",公用事业,55.0000,公用事业,31.4764,2009-12-31,52.4500,0.0000,0.0000,0.0000,"1,262.0222","1,262.0222",24.0614,24.0614
00917.HK,新世界中国,"6,010.0000",房地产,60.0000,房地产,——,2009-12-31,2.9500,3.8732,0.0000,0.0000,169.8105,169.8105,57.5629,57.5629
00017.HK,新世界发展,"6,010.0000",房地产,60.0000,房地产,10.6810,2009-12-31,15.9600,2.1767,0.0000,0.0000,617.2240,617.2240,38.6732,38.6732
