成份代码,成份名称,所属GICS行业代码1,所属GICS行业1,所属GICS行业代码,所属GICS行业,市盈率(PE),截止日期,收盘价,涨跌幅[%],指数权重,指数贡献[点],流通市值[亿],总市值[亿],流通股本[亿],总股本[亿]
01788.HK,国泰君安国际,"4,020.0000",综合金融,40.0000,金融,20.9722,2011-06-30,3.2800,3.4700,0.0000,0.0000,53.7920,53.7920,16.4000,16.4000
01051.HK,国际资源,"4,020.0000",综合金融,40.0000,金融,——,2011-06-30,0.6300,-3.0769,0.0000,0.0000,88.6210,88.6210,140.6683,140.6683
00806.HK,惠理集团,"4,020.0000",综合金融,40.0000,金融,17.1354,2011-06-30,6.6600,2.3041,0.0000,0.0000,117.0431,117.0431,17.5740,17.5740
00388.HK,香港交易所,"4,020.0000",综合金融,40.0000,金融,106.3958,2011-06-30,163.1000,0.4929,0.0000,0.0000,"1,759.7661","1,759.7661",10.7895,10.7895
00165.HK,中国光大控股,"4,020.0000",综合金融,40.0000,金融,15.2938,2011-06-30,14.8600,2.0604,0.0000,0.0000,256.2081,256.2081,17.2415,17.2415
00142.HK,第一太平,"4,020.0000",综合金融,40.0000,金融,4.6672,2011-06-30,6.9500,2.8106,0.0000,0.0000,269.2418,269.2418,38.7398,38.7398
00086.HK,新鸿基公司,"4,020.0000",综合金融,40.0000,金融,5.9591,2011-06-30,5.7000,1.6043,0.0000,0.0000,101.2513,101.2513,17.7634,17.7634
03898.HK,中车时代电气,"2,010.0000",资本品,20.0000,工业,17.7655,2011-06-30,26.2500,1.9417,0.0000,0.0000,119.7285,284.6171,4.5611,10.8426
03808.HK,中国重汽,"2,010.0000",资本品,20.0000,工业,179.1736,2011-06-30,5.4300,3.2319,0.0000,0.0000,149.9219,149.9219,27.6099,27.6099
03393.HK,威胜控股,"2,010.0000",资本品,20.0000,工业,4.5091,2011-06-30,3.6500,0.8287,0.0000,0.0000,33.9074,33.9074,9.2897,9.2897
03339.HK,中国龙工,"2,010.0000",资本品,20.0000,工业,18.2962,2011-06-30,4.2500,2.9056,0.0000,0.0000,181.9043,181.9043,42.8010,42.8010
03311.HK,中国建筑国际,"2,010.0000",资本品,20.0000,工业,11.8208,2011-06-30,7.8800,-0.2532,0.0000,0.0000,282.6354,282.6354,35.8674,35.8674
02727.HK,上海电气,"2,010.0000",资本品,20.0000,工业,11.7976,2011-06-30,4.1100,-0.9639,0.0000,0.0000,122.1867,527.0511,29.7291,128.2363
02357.HK,中航科工,"2,010.0000",资本品,20.0000,工业,32.5609,2011-06-30,4.6400,0.4329,0.0000,0.0000,84.9598,229.6347,18.3103,49.4902
02128.HK,中国联塑,"2,010.0000",资本品,20.0000,工业,23.9670,2011-06-30,6.3500,2.9173,0.0000,0.0000,190.7027,190.7027,30.0319,30.0319
01893.HK,中材股份,"2,010.0000",资本品,20.0000,工业,——,2011-06-30,6.3700,1.1111,0.0000,0.0000,74.1562,227.5023,11.6415,35.7146
01882.HK,海天国际,"2,010.0000",资本品,20.0000,工业,20.3687,2011-06-30,10.0800,-0.3953,0.0000,0.0000,160.8768,160.8768,15.9600,15.9600
01800.HK,中国交通建设,"2,010.0000",资本品,20.0000,工业,4.7153,2011-06-30,6.6900,0.7530,0.0000,0.0000,296.1998,991.7925,44.2750,148.2500
01766.HK,中国中车,"2,010.0000",资本品,20.0000,工业,19.7299,2011-06-30,7.3100,0.1370,0.0000,0.0000,147.9544,865.5040,20.2400,118.4000
01685.HK,博耳电力,"2,010.0000",资本品,20.0000,工业,0.6258,2011-06-30,7.0100,0.2861,0.0000,0.0000,54.5466,54.5466,7.7813,7.7813
