成份代码,成份名称,所属GICS行业代码1,所属GICS行业1,所属GICS行业代码,所属GICS行业,市盈率(PE),截止日期,收盘价,涨跌幅[%],指数权重,指数贡献[点],流通市值[亿],总市值[亿],流通股本[亿],总股本[亿]
06886.HK,HTSC,"4,020.0000",综合金融,40.0000,金融,43.7876,2016-12-30,14.8000,0.6803,0.0000,0.0000,254.4188,"1,060.0898",17.1905,71.6277
06881.HK,中国银河,"4,020.0000",综合金融,40.0000,金融,17.8049,2016-12-30,6.9900,0.8658,0.0000,0.0000,257.9998,666.6544,36.9098,95.3726
06878.HK,鼎丰集团控股,"4,020.0000",综合金融,40.0000,金融,95.7816,2016-12-30,0.7000,-7.8947,0.0000,0.0000,29.6521,29.6521,42.3601,42.3601
06837.HK,海通证券,"4,020.0000",综合金融,40.0000,金融,18.0227,2016-12-30,13.3000,1.2177,0.0000,0.0000,453.4727,"1,529.7261",34.0957,115.0170
06030.HK,中信证券,"4,020.0000",综合金融,40.0000,金融,36.2819,2016-12-30,15.7600,1.5464,0.0000,0.0000,359.0644,"1,909.6248",22.7833,121.1691
03908.HK,中金公司,"4,020.0000",综合金融,40.0000,金融,167.9756,2016-12-30,10.9800,1.4787,0.0000,0.0000,166.9155,253.2723,15.2018,23.0667
03360.HK,远东宏信,"4,020.0000",综合金融,40.0000,金融,10.5754,2016-12-30,6.6500,3.2609,0.0000,0.0000,262.7271,262.7271,39.5078,39.5078
02666.HK,环球医疗,"4,020.0000",综合金融,40.0000,金融,22.6528,2016-12-30,6.4100,1.5848,0.0000,0.0000,110.0151,110.0151,17.1630,17.1630
01788.HK,国泰君安国际,"4,020.0000",综合金融,40.0000,金融,20.9722,2016-12-30,2.3900,3.0172,0.0000,0.0000,166.4707,166.4707,69.6530,69.6530
01776.HK,广发证券,"4,020.0000",综合金融,40.0000,金融,19.5789,2016-12-30,16.1800,1.2516,0.0000,0.0000,275.3506,"1,233.0920",17.0180,76.2109
01428.HK,耀才证券金融,"4,020.0000",综合金融,40.0000,金融,19.2381,2016-12-30,2.5500,4.0816,0.0000,0.0000,43.2734,43.2734,16.9700,16.9700
