成份代码,成份名称,所属GICS行业代码1,所属GICS行业1,所属GICS行业代码,所属GICS行业,市盈率(PE),截止日期,收盘价,涨跌幅[%],指数权重,指数贡献[点],流通市值[亿],总市值[亿],流通股本[亿],总股本[亿]
06030.HK,中信证券,"4,020.0000",综合金融,40.0000,金融,36.2819,2012-06-29,16.2600,3.1726,0.0000,0.0000,191.5961,"1,791.3493",11.7833,110.1691
03360.HK,远东宏信,"4,020.0000",综合金融,40.0000,金融,10.5754,2012-06-29,5.4500,4.2065,0.0000,0.0000,179.4358,179.4358,32.9240,32.9240
01788.HK,国泰君安国际,"4,020.0000",综合金融,40.0000,金融,20.9722,2012-06-29,2.8000,1.4493,0.0000,0.0000,45.9200,45.9200,16.4000,16.4000
01051.HK,国际资源,"4,020.0000",综合金融,40.0000,金融,——,2012-06-29,0.4350,1.1628,0.0000,0.0000,73.4289,73.4289,168.8020,168.8020
00806.HK,惠理集团,"4,020.0000",综合金融,40.0000,金融,17.1354,2012-06-29,3.7300,4.7753,0.0000,0.0000,65.4691,65.4691,17.5520,17.5520
00388.HK,香港交易所,"4,020.0000",综合金融,40.0000,金融,106.3958,2012-06-29,110.0000,2.8999,0.0000,0.0000,"1,188.8487","1,188.8487",10.8077,10.8077
00165.HK,中国光大控股,"4,020.0000",综合金融,40.0000,金融,15.2938,2012-06-29,10.9200,2.0561,0.0000,0.0000,187.8853,187.8853,17.2056,17.2056
00142.HK,第一太平,"4,020.0000",综合金融,40.0000,金融,4.6672,2012-06-29,8.0100,-3.4940,0.0000,0.0000,306.8193,306.8193,38.3045,38.3045
00716.HK,胜狮货柜,"2,010.0000",资本品,20.0000,工业,3.1373,2012-06-29,1.6600,6.4103,0.0000,0.0000,40.1600,40.1600,24.1928,24.1928
03898.HK,中车时代电气,"2,010.0000",资本品,20.0000,工业,17.7655,2012-06-29,20.9500,4.4888,0.0000,0.0000,95.5547,227.1516,4.5611,10.8426
03808.HK,中国重汽,"2,010.0000",资本品,20.0000,工业,179.1736,2012-06-29,4.6200,3.5874,0.0000,0.0000,127.5579,127.5579,27.6099,27.6099
03393.HK,威胜控股,"2,010.0000",资本品,20.0000,工业,4.5091,2012-06-29,3.0300,0.6645,0.0000,0.0000,28.1553,28.1553,9.2922,9.2922
03339.HK,中国龙工,"2,010.0000",资本品,20.0000,工业,18.2962,2012-06-29,1.8400,2.2222,0.0000,0.0000,78.7538,78.7538,42.8010,42.8010
03311.HK,中国建筑国际,"2,010.0000",资本品,20.0000,工业,11.8208,2012-06-29,7.2500,0.2766,0.0000,0.0000,260.0389,260.0389,35.8674,35.8674
02789.HK,远大中国,"2,010.0000",资本品,20.0000,工业,2.7596,2012-06-29,0.8500,-1.1628,0.0000,0.0000,52.7742,52.7742,62.0873,62.0873
02727.HK,上海电气,"2,010.0000",资本品,20.0000,工业,11.7976,2012-06-29,3.1300,2.6230,0.0000,0.0000,93.0521,401.3795,29.7291,128.2363
02357.HK,中航科工,"2,010.0000",资本品,20.0000,工业,32.5609,2012-06-29,2.5500,-0.7782,0.0000,0.0000,60.0891,139.5979,23.5643,54.7443
02128.HK,中国联塑,"2,010.0000",资本品,20.0000,工业,23.9670,2012-06-29,3.3300,4.7170,0.0000,0.0000,100.2271,100.2271,30.0982,30.0982
01893.HK,中材股份,"2,010.0000",资本品,20.0000,工业,——,2012-06-29,2.3800,-1.6529,0.0000,0.0000,27.7067,85.0008,11.6415,35.7146
01882.HK,海天国际,"2,010.0000",资本品,20.0000,工业,20.3687,2012-06-29,7.6600,-1.5424,0.0000,0.0000,122.2536,122.2536,15.9600,15.9600
01800.HK,中国交通建设,"2,010.0000",资本品,20.0000,工业,4.7153,2012-06-29,6.7700,1.6517,0.0000,0.0000,299.7418,"1,095.0296",44.2750,161.7474
01766.HK,中国中车,"2,010.0000",资本品,20.0000,工业,19.7299,2012-06-29,5.9900,1.5254,0.0000,0.0000,121.2376,826.7997,20.2400,138.0300
01685.HK,博耳电力,"2,010.0000",资本品,20.0000,工业,0.6258,2012-06-29,2.5800,1.1765,0.0000,0.0000,20.0329,20.0329,7.7647,7.7647
01633.HK,上谕集团,"2,010.0000",资本品,20.0000,工业,1.9572,2012-06-29,——,——,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
01618.HK,中国中冶,"2,010.0000",资本品,20.0000,工业,7.2148,2012-06-29,1.6500,1.2270,0.0000,0.0000,47.3715,315.3150,28.7100,191.1000
01205.HK,中信资源,"2,010.0000",资本品,20.0000,工业,-1.6354,2012-06-29,1.2700,3.2520,0.0000,0.0000,99.8949,99.8949,78.6574,78.6574
01186.HK,中国铁建,"2,010.0000",资本品,20.0000,工业,6.5847,2012-06-29,6.4100,2.8892,0.0000,0.0000,133.0906,790.8364,20.7630,123.3754
01157.HK,中联重科,"2,010.0000",资本品,20.0000,工业,13.2550,2012-06-29,9.7900,0.6167,0.0000,0.0000,139.9998,754.4129,14.3003,77.0595
01101.HK,华荣能源,"2,010.0000",资本品,20.0000,工业,-0.0380,2012-06-29,1.7900,2.2857,0.0000,0.0000,125.3000,125.3000,70.0000,70.0000
01072.HK,东方电气,"2,010.0000",资本品,20.0000,工业,4.5505,2012-06-29,15.6800,1.2920,0.0000,0.0000,53.3120,314.2052,3.4000,20.0386
00868.HK,信义玻璃,"2,010.0000",资本品,20.0000,工业,15.5936,2012-06-29,4.1100,0.4890,0.0000,0.0000,154.9714,154.9714,37.7059,37.7059
00659.HK,新创建集团,"2,010.0000",资本品,20.0000,工业,6.1766,2012-06-29,11.2400,0.1782,0.0000,0.0000,402.5663,402.5663,35.8155,35.8155
00658.HK,中国高速传动,"2,010.0000",资本品,20.0000,工业,112.4973,2012-06-29,2.4000,0.0000,0.0000,0.0000,32.7058,32.7058,13.6274,13.6274
00631.HK,三一国际,"2,010.0000",资本品,20.0000,工业,26.9936,2012-06-29,4.1400,0.7299,0.0000,0.0000,128.8575,128.8575,31.1250,31.1250
00390.HK,中国中铁,"2,010.0000",资本品,20.0000,工业,8.5937,2012-06-29,3.2200,2.8754,0.0000,0.0000,135.4780,685.8568,42.0739,212.9990
00363.HK,上海实业控股,"2,010.0000",资本品,20.0000,工业,4.8277,2012-06-29,20.4000,1.4925,0.0000,0.0000,220.3135,220.3135,10.7997,10.7997
00331.HK,丰盛服务集团,"2,010.0000",资本品,20.0000,工业,10.5640,2012-06-29,——,——,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
00179.HK,德昌电机控股,"2,010.0000",资本品,20.0000,工业,8.4526,2012-06-29,4.7100,1.0730,0.0000,0.0000,170.1695,170.1695,36.1294,36.1294
00148.HK,建滔集团,"2,010.0000",资本品,20.0000,工业,8.5723,2012-06-29,14.9200,1.2212,0.0000,0.0000,127.5163,127.5163,8.5467,8.5467
00013.HK,和记黄埔,"2,010.0000",资本品,20.0000,工业,——,2012-06-29,66.5000,2.3077,0.0000,0.0000,"2,835.1416","2,835.1416",42.6337,42.6337
03933.HK,联邦制药,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,331.6611,2012-06-29,3.2100,0.3125,0.0000,0.0000,52.2227,52.2227,16.2688,16.2688
02877.HK,神威药业,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,5.1549,2012-06-29,11.1400,1.0889,0.0000,0.0000,92.1278,92.1278,8.2700,8.2700
02005.HK,石四药集团,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,33.0506,2012-06-29,2.0800,0.0000,0.0000,0.0000,50.7854,50.7854,24.4160,24.4160
01177.HK,中国生物制药,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,165.8330,2012-06-29,2.7900,0.3597,0.0000,0.0000,137.8668,137.8668,49.4146,49.4146
01093.HK,石药集团,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,128.0155,2012-06-29,1.9400,4.8649,0.0000,0.0000,29.6775,29.6775,15.2977,15.2977
00460.HK,四环医药,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,5.1404,2012-06-29,2.8000,1.0830,0.0000,0.0000,144.9007,144.9007,51.7502,51.7502
00753.HK,中国国航,"2,030.0000",运输,20.0000,工业,18.8952,2012-06-29,4.5400,1.3393,0.0000,0.0000,207.1458,585.2947,45.6268,128.9195
03382.HK,天津港发展,"2,030.0000",运输,20.0000,工业,4.4797,2012-06-29,0.9000,1.1236,0.0000,0.0000,55.4220,55.4220,61.5800,61.5800
02866.HK,中远海发,"2,030.0000",运输,20.0000,工业,-2.8323,2012-06-29,1.8500,2.7778,0.0000,0.0000,69.3935,216.1378,37.5100,116.8313
