成份代码,成份名称,所属GICS行业代码1,所属GICS行业1,所属GICS行业代码,所属GICS行业,市盈率(PE),截止日期,收盘价,涨跌幅[%],指数权重,指数贡献[点],流通市值[亿],总市值[亿],流通股本[亿],总股本[亿]
06886.HK,HTSC,"4,020.0000",综合金融,40.0000,金融,43.7876,2019-06-28,13.4400,-2.7496,0.0000,0.0000,231.0397,"1,219.9018",17.1905,90.7665
06881.HK,中国银河,"4,020.0000",综合金融,40.0000,金融,17.8049,2019-06-28,4.6300,0.2165,0.0000,0.0000,170.8926,469.3551,36.9098,101.3726
06837.HK,海通证券,"4,020.0000",综合金融,40.0000,金融,18.0227,2019-06-28,8.7600,-0.9050,0.0000,0.0000,298.6782,"1,007.5489",34.0957,115.0170
06099.HK,招商证券,"4,020.0000",综合金融,40.0000,金融,29.3460,2019-06-28,9.6300,-0.3106,0.0000,0.0000,94.4126,645.1531,9.8040,66.9941
06066.HK,中信建投证券,"4,020.0000",综合金融,40.0000,金融,38.8909,2019-06-28,5.8100,1.7513,0.0000,0.0000,73.2655,444.2550,12.6102,76.4639
06030.HK,中信证券,"4,020.0000",综合金融,40.0000,金融,36.2819,2019-06-28,16.2800,-1.8094,0.0000,0.0000,370.9117,"1,972.6327",22.7833,121.1691
03958.HK,东方证券,"4,020.0000",综合金融,40.0000,金融,26.6902,2019-06-28,5.1000,0.1965,0.0000,0.0000,52.3811,356.6764,10.2708,69.9366
03908.HK,中金公司,"4,020.0000",综合金融,40.0000,金融,167.9756,2019-06-28,15.7600,-0.8805,0.0000,0.0000,272.2878,660.7645,17.2771,41.9267
03360.HK,远东宏信,"4,020.0000",综合金融,40.0000,金融,10.5754,2019-06-28,7.9900,0.5031,0.0000,0.0000,316.1582,316.1582,39.5692,39.5692
03329.HK,交银国际,"4,020.0000",综合金融,40.0000,金融,——,2019-06-28,1.3200,0.0000,0.0000,0.0000,36.0940,36.0940,27.3439,27.3439
02858.HK,易鑫集团,"4,020.0000",综合金融,40.0000,金融,——,2019-06-28,1.8700,1.0811,0.0000,0.0000,119.1360,119.1360,63.7091,63.7091
02799.HK,中国华融,"4,020.0000",综合金融,40.0000,金融,3.2990,2019-06-28,1.3600,-0.7299,0.0000,0.0000,340.5964,531.3548,250.4385,390.7021
02666.HK,环球医疗,"4,020.0000",综合金融,40.0000,金融,22.6528,2019-06-28,6.2500,-0.1597,0.0000,0.0000,107.2690,107.2690,17.1630,17.1630
02611.HK,国泰君安,"4,020.0000",综合金融,40.0000,金融,——,2019-06-28,13.9200,-0.5714,0.0000,0.0000,193.7423,"1,239.9864",13.9183,89.0795
02051.HK,51信用卡,"4,020.0000",综合金融,40.0000,金融,——,2019-06-28,4.2900,0.2336,0.0000,0.0000,51.2409,51.2409,11.9443,11.9443
02003.HK,维信金科,"4,020.0000",综合金融,40.0000,金融,——,2019-06-28,8.9700,1.4706,0.0000,0.0000,44.8040,44.8040,4.9949,4.9949
01911.HK,华兴资本控股,"4,020.0000",综合金融,40.0000,金融,——,2019-06-28,17.2000,3.1175,0.0000,0.0000,93.2271,93.2271,5.4202,5.4202
01806.HK,汇付天下,"4,020.0000",综合金融,40.0000,金融,——,2019-06-28,4.2800,2.3923,0.0000,0.0000,53.5646,53.5646,12.5151,12.5151
01788.HK,国泰君安国际,"4,020.0000",综合金融,40.0000,金融,20.9722,2019-06-28,1.3500,0.0000,0.0000,0.0000,104.1616,104.1616,77.1567,77.1567
01776.HK,广发证券,"4,020.0000",综合金融,40.0000,金融,19.5789,2019-06-28,9.2900,-1.5890,0.0000,0.0000,158.0969,707.9990,17.0180,76.2109
01428.HK,耀才证券金融,"4,020.0000",综合金融,40.0000,金融,19.2381,2019-06-28,1.5800,0.6369,0.0000,0.0000,26.8173,26.8173,16.9730,16.9730
01359.HK,中国信达,"4,020.0000",综合金融,40.0000,金融,5.1521,2019-06-28,1.8000,0.5587,0.0000,0.0000,244.2169,686.9616,135.6760,381.6454
01141.HK,民银资本,"4,020.0000",综合金融,40.0000,金融,14.6244,2019-06-28,0.1990,0.5051,0.0000,0.0000,94.9349,94.9349,477.0598,477.0598
01140.HK,东英金融,"4,020.0000",综合金融,40.0000,金融,63.2776,2019-06-28,1.9600,0.0000,0.0000,0.0000,57.1659,57.1659,29.1663,29.1663
00806.HK,惠理集团,"4,020.0000",综合金融,40.0000,金融,17.1354,2019-06-28,5.2100,-1.1385,0.0000,0.0000,96.6880,96.6880,18.5581,18.5581
00665.HK,海通国际,"4,020.0000",综合金融,40.0000,金融,24.0688,2019-06-28,2.5500,0.0000,0.0000,0.0000,147.7044,147.7044,57.9233,57.9233
00508.HK,鼎亿集团投资,"4,020.0000",综合金融,40.0000,金融,-2.0476,2019-06-28,0.3700,-2.6316,0.0000,0.0000,27.2063,27.2063,73.5306,73.5306
00388.HK,香港交易所,"4,020.0000",综合金融,40.0000,金融,106.3958,2019-06-28,275.8000,-0.4332,0.0000,0.0000,"3,469.8628","3,469.8628",12.5811,12.5811
00279.HK,民众金融科技,"4,020.0000",综合金融,40.0000,金融,0.3522,2019-06-28,0.1880,4.4444,0.0000,0.0000,2.9482,2.9482,15.6818,15.6818
00165.HK,中国光大控股,"4,020.0000",综合金融,40.0000,金融,15.2938,2019-06-28,11.5400,0.0000,0.0000,0.0000,194.4783,194.4783,16.8525,16.8525
00142.HK,第一太平,"4,020.0000",综合金融,40.0000,金融,4.6672,2019-06-28,3.1700,1.6026,0.0000,0.0000,137.7343,137.7343,43.4493,43.4493
00087.HK,太古股份公司B,"4,020.0000",综合金融,40.0000,金融,1.5682,2019-06-28,14.8000,0.8174,0.0000,0.0000,441.3168,441.3168,29.8187,29.8187
03898.HK,中车时代电气,"2,010.0000",资本品,20.0000,工业,17.7655,2019-06-28,41.1500,1.1057,0.0000,0.0000,225.2260,483.7086,5.4733,11.7548
03808.HK,中国重汽,"2,010.0000",资本品,20.0000,工业,179.1736,2019-06-28,13.5200,-2.0290,0.0000,0.0000,373.2863,373.2863,27.6099,27.6099
03393.HK,威胜控股,"2,010.0000",资本品,20.0000,工业,4.5091,2019-06-28,2.8600,0.0000,0.0000,0.0000,28.5989,28.5989,9.9996,9.9996
03339.HK,中国龙工,"2,010.0000",资本品,20.0000,工业,18.2962,2019-06-28,2.0800,-2.8037,0.0000,0.0000,89.0261,89.0261,42.8010,42.8010
03311.HK,中国建筑国际,"2,010.0000",资本品,20.0000,工业,11.8208,2019-06-28,8.0200,-0.2488,0.0000,0.0000,404.9424,404.9424,50.4916,50.4916
02727.HK,上海电气,"2,010.0000",资本品,20.0000,工业,11.7976,2019-06-28,2.8300,-0.3521,0.0000,0.0000,84.1334,425.0324,29.7291,150.1881
02382.HK,舜宇光学科技,"2,010.0000",资本品,20.0000,工业,227.2925,2019-06-28,80.7000,-0.7380,0.0000,0.0000,885.1577,885.1577,10.9685,10.9685
02362.HK,金川国际,"2,010.0000",资本品,20.0000,工业,5.8225,2019-06-28,0.6700,4.6875,0.0000,0.0000,84.4861,84.4861,126.0987,126.0987
02357.HK,中航科工,"2,010.0000",资本品,20.0000,工业,32.5609,2019-06-28,4.2700,0.0000,0.0000,0.0000,266.6667,266.6667,62.4512,62.4512
02128.HK,中国联塑,"2,010.0000",资本品,20.0000,工业,23.9670,2019-06-28,6.2800,7.7187,0.0000,0.0000,194.8319,194.8319,31.0242,31.0242
02039.HK,中集集团,"2,010.0000",资本品,20.0000,工业,10.3471,2019-06-28,7.8600,-1.3802,0.0000,0.0000,161.9075,281.5869,20.5989,35.8253
01882.HK,海天国际,"2,010.0000",资本品,20.0000,工业,20.3687,2019-06-28,16.2200,2.5284,0.0000,0.0000,258.8712,258.8712,15.9600,15.9600
01848.HK,中国飞机租赁,"2,010.0000",资本品,20.0000,工业,29.6303,2019-06-28,8.2500,0.0000,0.0000,0.0000,55.8747,55.8747,6.7727,6.7727
01829.HK,中国机械工程,"2,010.0000",资本品,20.0000,工业,3.0960,2019-06-28,3.5200,0.5714,0.0000,0.0000,31.9711,145.2246,9.0827,41.2570
01800.HK,中国交通建设,"2,010.0000",资本品,20.0000,工业,4.7153,2019-06-28,6.9900,-0.7102,0.0000,0.0000,309.4823,"1,130.6140",44.2750,161.7474
01766.HK,中国中车,"2,010.0000",资本品,20.0000,工业,19.7299,2019-06-28,6.5300,0.3226,0.0000,0.0000,285.4306,"1,874.0358",43.7107,286.9886
01618.HK,中国中冶,"2,010.0000",资本品,20.0000,工业,7.2148,2019-06-28,2.0900,0.4808,0.0000,0.0000,60.0039,433.1236,28.7100,207.2362
01608.HK,伟能集团,"2,010.0000",资本品,20.0000,工业,835.7568,2019-06-28,2.8000,0.3584,0.0000,0.0000,71.7419,71.7419,25.6221,25.6221
01205.HK,中信资源,"2,010.0000",资本品,20.0000,工业,-1.6354,2019-06-28,0.6200,0.0000,0.0000,0.0000,48.7179,48.7179,78.5773,78.5773
01186.HK,中国铁建,"2,010.0000",资本品,20.0000,工业,6.5847,2019-06-28,9.5800,-1.5416,0.0000,0.0000,198.9092,"1,300.9201",20.7630,135.7954
01157.HK,中联重科,"2,010.0000",资本品,20.0000,工业,13.2550,2019-06-28,5.1300,-0.9653,0.0000,0.0000,71.2150,401.3794,13.8821,78.2416
00868.HK,信义玻璃,"2,010.0000",资本品,20.0000,工业,15.5936,2019-06-28,8.2000,-1.9139,0.0000,0.0000,328.6528,328.6528,40.0796,40.0796
00788.HK,中国铁塔,"2,010.0000",资本品,20.0000,工业,——,2019-06-28,2.0500,-1.4423,0.0000,0.0000,956.6090,"3,608.1737",466.6386,"1,760.0847"
00687.HK,泰昇集团,"2,010.0000",资本品,20.0000,工业,6.7316,2019-06-28,1.3600,0.7407,0.0000,0.0000,45.7781,45.7781,33.6604,33.6604
00659.HK,新创建集团,"2,010.0000",资本品,20.0000,工业,6.1766,2019-06-28,16.0600,1.1335,0.0000,0.0000,628.1287,628.1287,39.1114,39.1114
00658.HK,中国高速传动,"2,010.0000",资本品,20.0000,工业,112.4973,2019-06-28,5.1000,6.4718,0.0000,0.0000,83.3999,83.3999,16.3529,16.3529
00631.HK,三一国际,"2,010.0000",资本品,20.0000,工业,26.9936,2019-06-28,2.8200,-0.3534,0.0000,0.0000,87.3773,87.3773,30.9849,30.9849
00586.HK,海螺创业,"2,010.0000",资本品,20.0000,工业,27.0381,2019-06-28,27.6000,-0.3610,0.0000,0.0000,498.1110,498.1110,18.0475,18.0475
00390.HK,中国中铁,"2,010.0000",资本品,20.0000,工业,8.5937,2019-06-28,5.9400,-0.8347,0.0000,0.0000,249.9190,"1,356.9515",42.0739,228.4430
00363.HK,上海实业控股,"2,010.0000",资本品,20.0000,工业,4.8277,2019-06-28,16.9400,-0.9357,0.0000,0.0000,184.1736,184.1736,10.8721,10.8721
00317.HK,中船防务,"2,010.0000",资本品,20.0000,工业,701.1400,2019-06-28,6.8100,-0.8734,0.0000,0.0000,40.3200,96.2598,5.9207,14.1351
00179.HK,德昌电机控股,"2,010.0000",资本品,20.0000,工业,8.4526,2019-06-28,16.6800,-2.1127,0.0000,0.0000,147.6186,147.6186,8.8500,8.8500
00148.HK,建滔集团,"2,010.0000",资本品,20.0000,工业,8.5723,2019-06-28,21.7500,-1.3605,0.0000,0.0000,235.5856,235.5856,10.8315,10.8315
03933.HK,联邦制药,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,331.6611,2019-06-28,4.1900,0.0000,0.0000,0.0000,68.7043,68.7043,16.3972,16.3972
03613.HK,同仁堂国药,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,33.3697,2019-06-28,14.0200,-0.7082,0.0000,0.0000,117.3614,117.3614,8.3710,8.3710
03320.HK,华润医药,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,10.6632,2019-06-28,8.8100,-1.4541,0.0000,0.0000,553.6650,553.6650,62.8451,62.8451
02877.HK,神威药业,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,5.1549,2019-06-28,7.0800,-1.6667,0.0000,0.0000,58.5516,58.5516,8.2700,8.2700
02359.HK,药明康德,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,——,2019-06-28,68.5000,-0.7965,0.0000,0.0000,116.8018,834.8431,1.7051,12.1875
02269.HK,药明生物,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,——,2019-06-28,70.1500,1.0807,0.0000,0.0000,868.7312,868.7312,12.3839,12.3839
02196.HK,复星医药,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,31.6113,2019-06-28,23.6500,-2.0704,0.0000,0.0000,130.5339,606.1255,5.5194,25.6290
02186.HK,绿叶制药,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,40.8054,2019-06-28,5.6600,-1.0490,0.0000,0.0000,185.3630,185.3630,32.7497,32.7497
02005.HK,石四药集团,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,33.0506,2019-06-28,7.0600,3.5191,0.0000,0.0000,214.2022,214.2022,30.3403,30.3403
01681.HK,康臣药业,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,13.7941,2019-06-28,5.3500,0.9434,0.0000,0.0000,46.6600,46.6600,8.7215,8.7215
01666.HK,同仁堂科技,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,15.4885,2019-06-28,9.3100,0.9761,0.0000,0.0000,58.5323,119.2410,6.2870,12.8078
01558.HK,东阳光药,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,133.1047,2019-06-28,39.0500,0.5148,0.0000,0.0000,88.1838,176.5149,2.2582,4.5202
01548.HK,金斯瑞生物科技,"3,520.0000",制药、生物科技和生命科学,35.0000,医疗保健,624.0610,2019-06-28,19.6200,-2.1446,0.0000,0.0000,364.4890,364.4890,18.5774,18.5774
