成份代码,成份名称,所属GICS行业代码1,所属GICS行业1,所属GICS行业代码,所属GICS行业,市盈率(PE),截止日期,收盘价,涨跌幅[%],指数权重,指数贡献[点],流通市值[亿],总市值[亿],流通股本[亿],总股本[亿]
06886.HK,HTSC,"4,020.0000",综合金融,40.0000,金融,43.7876,2017-12-29,15.5600,0.1287,0.0000,0.0000,267.4835,"1,114.5268",17.1905,71.6277
06881.HK,中国银河,"4,020.0000",综合金融,40.0000,金融,17.8049,2017-12-29,5.7600,0.5236,0.0000,0.0000,212.6007,583.9061,36.9098,101.3726
06878.HK,鼎丰集团控股,"4,020.0000",综合金融,40.0000,金融,95.7816,2017-12-29,0.6100,1.6667,0.0000,0.0000,25.8397,25.8397,42.3601,42.3601
06837.HK,海通证券,"4,020.0000",综合金融,40.0000,金融,18.0227,2017-12-29,11.3400,-0.5263,0.0000,0.0000,386.6451,"1,304.2928",34.0957,115.0170
06099.HK,招商证券,"4,020.0000",综合金融,40.0000,金融,29.3460,2017-12-29,12.1200,-0.8183,0.0000,0.0000,118.8246,811.9684,9.8040,66.9941
06030.HK,中信证券,"4,020.0000",综合金融,40.0000,金融,36.2819,2017-12-29,16.1200,0.3736,0.0000,0.0000,367.2664,"1,953.2456",22.7833,121.1691
06178.HK,光大证券,"4,020.0000",综合金融,40.0000,金融,140.8936,2017-12-29,9.7500,0.4119,0.0000,0.0000,68.6487,449.5518,7.0409,46.1079
06066.HK,中信建投证券,"4,020.0000",综合金融,40.0000,金融,38.8909,2017-12-29,6.9200,1.0219,0.0000,0.0000,87.2628,501.4499,12.6102,72.4639
03958.HK,东方证券,"4,020.0000",综合金融,40.0000,金融,26.6902,2017-12-29,7.3900,0.5442,0.0000,0.0000,75.9012,516.8312,10.2708,69.9366
03908.HK,中金公司,"4,020.0000",综合金融,40.0000,金融,167.9756,2017-12-29,16.2600,-0.1229,0.0000,0.0000,247.1808,647.9823,15.2018,39.8513
03360.HK,远东宏信,"4,020.0000",综合金融,40.0000,金融,10.5754,2017-12-29,6.6700,-1.9118,0.0000,0.0000,263.5721,263.5721,39.5161,39.5161
03329.HK,交银国际,"4,020.0000",综合金融,40.0000,金融,——,2017-12-29,2.6500,1.1450,0.0000,0.0000,72.4614,72.4614,27.3439,27.3439
02799.HK,中国华融,"4,020.0000",综合金融,40.0000,金融,3.2990,2017-12-29,3.6900,1.9337,0.0000,0.0000,924.1182,"1,441.6907",250.4385,390.7021
02666.HK,环球医疗,"4,020.0000",综合金融,40.0000,金融,22.6528,2017-12-29,7.5100,0.6702,0.0000,0.0000,128.8945,128.8945,17.1630,17.1630
02611.HK,国泰君安,"4,020.0000",综合金融,40.0000,金融,——,2017-12-29,17.4000,-0.6849,0.0000,0.0000,208.4219,"1,516.2245",11.9783,87.1393
01788.HK,国泰君安国际,"4,020.0000",综合金融,40.0000,金融,20.9722,2017-12-29,2.4500,-0.8097,0.0000,0.0000,171.6392,171.6392,70.0568,70.0568
01776.HK,广发证券,"4,020.0000",综合金融,40.0000,金融,19.5789,2017-12-29,15.7200,0.6402,0.0000,0.0000,267.5224,"1,198.0350",17.0180,76.2109
01428.HK,耀才证券金融,"4,020.0000",综合金融,40.0000,金融,19.2381,2017-12-29,2.3900,0.0000,0.0000,0.0000,40.5654,40.5654,16.9730,16.9730
01375.HK,中州证券,"4,020.0000",综合金融,40.0000,金融,22.9468,2017-12-29,3.2900,-1.2012,0.0000,0.0000,41.1260,129.0909,12.5003,39.2373
