成份代码,成份名称,所属GICS行业代码1,所属GICS行业1,所属GICS行业代码,所属GICS行业,市盈率(PE),截止日期,收盘价,涨跌幅[%],指数权重,指数贡献[点],流通市值[亿],总市值[亿],流通股本[亿],总股本[亿]
06886.HK,HTSC,"4,020.0000",综合金融,40.0000,金融,43.7876,2018-06-29,12.4800,0.8078,0.0000,0.0000,214.5369,893.9135,17.1905,71.6277
06881.HK,中国银河,"4,020.0000",综合金融,40.0000,金融,17.8049,2018-06-29,4.0300,2.8061,0.0000,0.0000,148.7467,408.5315,36.9098,101.3726
06837.HK,海通证券,"4,020.0000",综合金融,40.0000,金融,18.0227,2018-06-29,7.9300,2.1907,0.0000,0.0000,270.3788,912.0848,34.0957,115.0170
06178.HK,光大证券,"4,020.0000",综合金融,40.0000,金融,140.8936,2018-06-29,9.5600,2.2460,0.0000,0.0000,67.3109,440.7913,7.0409,46.1079
06099.HK,招商证券,"4,020.0000",综合金融,40.0000,金融,29.3460,2018-06-29,10.6400,6.1876,0.0000,0.0000,104.3147,712.8172,9.8040,66.9941
06066.HK,中信建投证券,"4,020.0000",综合金融,40.0000,金融,38.8909,2018-06-29,5.5800,2.0110,0.0000,0.0000,70.3651,426.6683,12.6102,76.4639
06030.HK,中信证券,"4,020.0000",综合金融,40.0000,金融,36.2819,2018-06-29,15.6800,4.4359,0.0000,0.0000,357.2418,"1,899.9312",22.7833,121.1691
03958.HK,东方证券,"4,020.0000",综合金融,40.0000,金融,26.6902,2018-06-29,6.1100,1.4950,0.0000,0.0000,62.7546,427.3124,10.2708,69.9366
03908.HK,中金公司,"4,020.0000",综合金融,40.0000,金融,167.9756,2018-06-29,13.9800,4.6407,0.0000,0.0000,241.5345,586.1350,17.2771,41.9267
03360.HK,远东宏信,"4,020.0000",综合金融,40.0000,金融,10.5754,2018-06-29,7.6100,1.3316,0.0000,0.0000,300.7732,300.7732,39.5234,39.5234
03329.HK,交银国际,"4,020.0000",综合金融,40.0000,金融,——,2018-06-29,1.8000,1.6949,0.0000,0.0000,49.2191,49.2191,27.3439,27.3439
02858.HK,易鑫集团,"4,020.0000",综合金融,40.0000,金融,——,2018-06-29,3.2900,6.4725,0.0000,0.0000,206.4910,206.4910,62.7632,62.7632
02799.HK,中国华融,"4,020.0000",综合金融,40.0000,金融,3.2990,2018-06-29,2.2700,2.2523,0.0000,0.0000,568.4955,886.8937,250.4385,390.7021
