成份代码,成份名称,所属GICS行业代码1,所属GICS行业1,所属GICS行业代码,所属GICS行业,市盈率(PE),截止日期,收盘价,涨跌幅[%],指数权重,指数贡献[点],流通市值[亿],总市值[亿],流通股本[亿],总股本[亿]
06886.HK,HTSC,"4,020.0000",综合金融,40.0000,金融,43.7876,2015-12-31,18.0800,0.0000,0.0000,0.0000,310.8035,"1,295.0286",17.1905,71.6277
06881.HK,中国银河,"4,020.0000",综合金融,40.0000,金融,17.8049,2015-12-31,7.1000,0.0000,0.0000,0.0000,262.0599,677.1454,36.9098,95.3726
06837.HK,海通证券,"4,020.0000",综合金融,40.0000,金融,18.0227,2015-12-31,13.7000,0.0000,0.0000,0.0000,467.1109,"1,575.7329",34.0957,115.0170
06030.HK,中信证券,"4,020.0000",综合金融,40.0000,金融,36.2819,2015-12-31,18.1200,-0.4396,0.0000,0.0000,412.8330,"2,195.5838",22.7833,121.1691
03360.HK,远东宏信,"4,020.0000",综合金融,40.0000,金融,10.5754,2015-12-31,7.2100,1.2640,0.0000,0.0000,284.8238,284.8238,39.5040,39.5040
01788.HK,国泰君安国际,"4,020.0000",综合金融,40.0000,金融,20.9722,2015-12-31,2.7200,0.7407,0.0000,0.0000,188.6132,188.6132,69.3431,69.3431
01776.HK,广发证券,"4,020.0000",综合金融,40.0000,金融,19.5789,2015-12-31,19.4600,-0.4094,0.0000,0.0000,331.1695,"1,483.0637",17.0180,76.2109
01359.HK,中国信达,"4,020.0000",综合金融,40.0000,金融,5.1521,2015-12-31,2.8700,-1.3746,0.0000,0.0000,334.6350,"1,040.5670",116.5976,362.5669
01051.HK,国际资源,"4,020.0000",综合金融,40.0000,金融,——,2015-12-31,0.1840,1.6575,0.0000,0.0000,48.8786,48.8786,265.6448,265.6448
01004.HK,中国智慧能源,"4,020.0000",综合金融,40.0000,金融,-6.3510,2015-12-31,0.9600,9.0909,0.0000,0.0000,75.0178,75.0178,78.1435,78.1435
00993.HK,华融金控,"4,020.0000",综合金融,40.0000,金融,24.2346,2015-12-31,2.9800,-0.3344,0.0000,0.0000,97.6876,97.6876,32.7811,32.7811
00806.HK,惠理集团,"4,020.0000",综合金融,40.0000,金融,17.1354,2015-12-31,9.0600,-0.2203,0.0000,0.0000,167.4936,167.4936,18.4871,18.4871
00665.HK,海通国际,"4,020.0000",综合金融,40.0000,金融,24.0688,2015-12-31,4.7700,1.0593,0.0000,0.0000,252.3292,252.3292,52.8992,52.8992
00530.HK,高银金融,"4,020.0000",综合金融,40.0000,金融,9.6216,2015-12-31,15.2400,0.3953,0.0000,0.0000,"1,064.9075","1,064.9075",69.8758,69.8758
00388.HK,香港交易所,"4,020.0000",综合金融,40.0000,金融,106.3958,2015-12-31,198.5000,-0.4014,0.0000,0.0000,"2,398.9446","2,398.9446",12.0854,12.0854
00165.HK,中国光大控股,"4,020.0000",综合金融,40.0000,金融,15.2938,2015-12-31,17.8200,0.2250,0.0000,0.0000,300.3122,300.3122,16.8525,16.8525
00142.HK,第一太平,"4,020.0000",综合金融,40.0000,金融,4.6672,2015-12-31,5.1400,1.7822,0.0000,0.0000,219.3991,219.3991,42.6847,42.6847
00109.HK,天成国际,"4,020.0000",综合金融,40.0000,金融,30.2399,2015-12-31,1.4500,4.3165,0.0000,0.0000,102.0258,102.0258,70.3626,70.3626
00086.HK,新鸿基公司,"4,020.0000",综合金融,40.0000,金融,5.9591,2015-12-31,5.1000,0.5917,0.0000,0.0000,113.6781,113.6781,22.2898,22.2898
03898.HK,中车时代电气,"2,010.0000",资本品,20.0000,工业,17.7655,2015-12-31,45.0500,-0.6615,0.0000,0.0000,246.5719,529.5522,5.4733,11.7548
03823.HK,德普科技,"2,010.0000",资本品,20.0000,工业,-1.7420,2015-12-31,1.7700,-1.6667,0.0000,0.0000,115.7025,115.7025,65.3686,65.3686
03808.HK,中国重汽,"2,010.0000",资本品,20.0000,工业,179.1736,2015-12-31,3.0700,0.9868,0.0000,0.0000,84.7625,84.7625,27.6099,27.6099
03339.HK,中国龙工,"2,010.0000",资本品,20.0000,工业,18.2962,2015-12-31,1.1300,0.0000,0.0000,0.0000,48.3651,48.3651,42.8010,42.8010
03393.HK,威胜控股,"2,010.0000",资本品,20.0000,工业,4.5091,2015-12-31,8.0800,0.2481,0.0000,0.0000,82.9720,82.9720,10.2688,10.2688
02789.HK,远大中国,"2,010.0000",资本品,20.0000,工业,2.7596,2015-12-31,0.3350,-1.4706,0.0000,0.0000,20.7993,20.7993,62.0873,62.0873
02727.HK,上海电气,"2,010.0000",资本品,20.0000,工业,11.7976,2015-12-31,4.1100,1.2315,0.0000,0.0000,122.1867,527.0789,29.7291,128.2431
03311.HK,中国建筑国际,"2,010.0000",资本品,20.0000,工业,11.8208,2015-12-31,13.4600,1.5083,0.0000,0.0000,545.9799,545.9799,40.5631,40.5631
02382.HK,舜宇光学科技,"2,010.0000",资本品,20.0000,工业,227.2925,2015-12-31,17.8200,-1.1099,0.0000,0.0000,195.4854,195.4854,10.9700,10.9700
02357.HK,中航科工,"2,010.0000",资本品,20.0000,工业,32.5609,2015-12-31,6.1000,0.4942,0.0000,0.0000,143.7425,333.9402,23.5643,54.7443
02128.HK,中国联塑,"2,010.0000",资本品,20.0000,工业,23.9670,2015-12-31,5.4100,4.0385,0.0000,0.0000,168.2648,168.2648,31.1026,31.1026
02039.HK,中集集团,"2,010.0000",资本品,20.0000,工业,10.3471,2015-12-31,14.1800,0.0000,0.0000,0.0000,243.4106,422.2548,17.1658,29.7782
01848.HK,中国飞机租赁,"2,010.0000",资本品,20.0000,工业,29.6303,2015-12-31,8.0000,0.8827,0.0000,0.0000,48.4739,48.4739,6.0592,6.0592
01882.HK,海天国际,"2,010.0000",资本品,20.0000,工业,20.3687,2015-12-31,11.3200,0.3546,0.0000,0.0000,180.6672,180.6672,15.9600,15.9600
01829.HK,中国机械工程,"2,010.0000",资本品,20.0000,工业,3.0960,2015-12-31,5.6900,-0.3503,0.0000,0.0000,51.6806,234.7523,9.0827,41.2570
01800.HK,中国交通建设,"2,010.0000",资本品,20.0000,工业,4.7153,2015-12-31,7.9200,-0.6274,0.0000,0.0000,350.6580,"1,281.0390",44.2750,161.7474
01766.HK,中国中车,"2,010.0000",资本品,20.0000,工业,19.7299,2015-12-31,9.5800,-0.7254,0.0000,0.0000,418.7481,"2,614.2630",43.7107,272.8876
01685.HK,博耳电力,"2,010.0000",资本品,20.0000,工业,0.6258,2015-12-31,13.9600,-3.0556,0.0000,0.0000,108.0182,108.0182,7.7377,7.7377
01618.HK,中国中冶,"2,010.0000",资本品,20.0000,工业,7.2148,2015-12-31,2.3400,0.0000,0.0000,0.0000,67.1814,447.1740,28.7100,191.1000
01366.HK,江南集团,"2,010.0000",资本品,20.0000,工业,3.5348,2015-12-31,1.5200,4.1096,0.0000,0.0000,61.9988,61.9988,40.7887,40.7887
01205.HK,中信资源,"2,010.0000",资本品,20.0000,工业,-1.6354,2015-12-31,0.8000,-2.4390,0.0000,0.0000,62.8618,62.8618,78.5773,78.5773
01186.HK,中国铁建,"2,010.0000",资本品,20.0000,工业,6.5847,2015-12-31,9.6100,-0.1040,0.0000,0.0000,199.5320,"1,304.9939",20.7630,135.7954
01165.HK,顺风清洁能源,"2,010.0000",资本品,20.0000,工业,-0.2179,2015-12-31,1.9700,0.0000,0.0000,0.0000,80.4263,80.4263,40.8255,40.8255
01157.HK,中联重科,"2,010.0000",资本品,20.0000,工业,13.2550,2015-12-31,2.8900,0.6969,0.0000,0.0000,40.1192,221.4934,13.8821,76.6413
01101.HK,华荣能源,"2,010.0000",资本品,20.0000,工业,-0.0380,2015-12-31,0.2440,0.4115,0.0000,0.0000,26.4934,26.4934,108.5796,108.5796
01072.HK,东方电气,"2,010.0000",资本品,20.0000,工业,4.5505,2015-12-31,7.8900,0.0000,0.0000,0.0000,26.8260,184.3814,3.4000,23.3690
