成份代码,成份名称,所属GICS行业代码1,所属GICS行业1,所属GICS行业代码,所属GICS行业,市盈率(PE),截止日期,收盘价,涨跌幅[%],指数权重,指数贡献[点],流通市值[亿],总市值[亿],流通股本[亿],总股本[亿]
03360.HK,远东宏信,"4,020.0000",综合金融,40.0000,金融,10.5754,2011-12-30,6.9300,1.1679,0.0000,0.0000,196.9783,196.9783,28.4240,28.4240
01788.HK,国泰君安国际,"4,020.0000",综合金融,40.0000,金融,20.9722,2011-12-30,1.9500,1.0363,0.0000,0.0000,31.9800,31.9800,16.4000,16.4000
01051.HK,国际资源,"4,020.0000",综合金融,40.0000,金融,——,2011-12-30,0.4400,4.7619,0.0000,0.0000,74.2729,74.2729,168.8020,168.8020
00806.HK,惠理集团,"4,020.0000",综合金融,40.0000,金融,17.1354,2011-12-30,3.9800,-0.2506,0.0000,0.0000,69.8571,69.8571,17.5520,17.5520
00388.HK,香港交易所,"4,020.0000",综合金融,40.0000,金融,106.3958,2011-12-30,124.1000,-0.1609,0.0000,0.0000,"1,340.1641","1,340.1641",10.7991,10.7991
00165.HK,中国光大控股,"4,020.0000",综合金融,40.0000,金融,15.2938,2011-12-30,12.1600,0.6623,0.0000,0.0000,209.2203,209.2203,17.2056,17.2056
00142.HK,第一太平,"4,020.0000",综合金融,40.0000,金融,4.6672,2011-12-30,8.0800,3.5897,0.0000,0.0000,311.3251,311.3251,38.5303,38.5303
03898.HK,中车时代电气,"2,010.0000",资本品,20.0000,工业,17.7655,2011-12-30,17.0200,0.1176,0.0000,0.0000,77.6296,184.5403,4.5611,10.8426
03808.HK,中国重汽,"2,010.0000",资本品,20.0000,工业,179.1736,2011-12-30,4.3400,0.4630,0.0000,0.0000,119.8271,119.8271,27.6099,27.6099
03393.HK,威胜控股,"2,010.0000",资本品,20.0000,工业,4.5091,2011-12-30,2.3000,0.0000,0.0000,0.0000,21.3720,21.3720,9.2922,9.2922
03339.HK,中国龙工,"2,010.0000",资本品,20.0000,工业,18.2962,2011-12-30,2.6200,-0.3802,0.0000,0.0000,112.1386,112.1386,42.8010,42.8010
03311.HK,中国建筑国际,"2,010.0000",资本品,20.0000,工业,11.8208,2011-12-30,5.5100,0.9158,0.0000,0.0000,197.6296,197.6296,35.8674,35.8674
