成份代码,成份名称,所属GICS行业代码1,所属GICS行业1,所属GICS行业代码,所属GICS行业,市盈率(PE),截止日期,收盘价,涨跌幅[%],指数权重,指数贡献[点],流通市值[亿],总市值[亿],流通股本[亿],总股本[亿]
06886.HK,HTSC,"4,020.0000",综合金融,40.0000,金融,43.7876,2017-06-30,15.0000,-1.4455,0.0000,0.0000,257.8569,"1,074.4153",17.1905,71.6277
06881.HK,中国银河,"4,020.0000",综合金融,40.0000,金融,17.8049,2017-06-30,7.0000,-0.4267,0.0000,0.0000,258.3689,709.6081,36.9098,101.3726
06878.HK,鼎丰集团控股,"4,020.0000",综合金融,40.0000,金融,95.7816,2017-06-30,0.6500,3.1746,0.0000,0.0000,27.5341,27.5341,42.3601,42.3601
06837.HK,海通证券,"4,020.0000",综合金融,40.0000,金融,18.0227,2017-06-30,12.6200,-0.6299,0.0000,0.0000,430.2876,"1,451.5145",34.0957,115.0170
06178.HK,光大证券,"4,020.0000",综合金融,40.0000,金融,140.8936,2017-06-30,10.6800,-0.1869,0.0000,0.0000,75.1967,492.4321,7.0409,46.1079
03958.HK,东方证券,"4,020.0000",综合金融,40.0000,金融,26.6902,2017-06-30,7.4600,0.0000,0.0000,0.0000,76.6202,463.6727,10.2708,62.1545
06099.HK,招商证券,"4,020.0000",综合金融,40.0000,金融,29.3460,2017-06-30,12.2800,0.0000,0.0000,0.0000,120.3933,822.6875,9.8040,66.9941
06066.HK,中信建投证券,"4,020.0000",综合金融,40.0000,金融,38.8909,2017-06-30,6.9300,0.2894,0.0000,0.0000,87.3889,502.1745,12.6102,72.4639
06030.HK,中信证券,"4,020.0000",综合金融,40.0000,金融,36.2819,2017-06-30,16.1400,-0.2472,0.0000,0.0000,367.7221,"1,955.6690",22.7833,121.1691
03908.HK,中金公司,"4,020.0000",综合金融,40.0000,金融,167.9756,2017-06-30,11.5200,-1.8739,0.0000,0.0000,175.1244,459.0871,15.2018,39.8513
03360.HK,远东宏信,"4,020.0000",综合金融,40.0000,金融,10.5754,2017-06-30,6.8100,0.4425,0.0000,0.0000,269.0554,269.0554,39.5089,39.5089
02666.HK,环球医疗,"4,020.0000",综合金融,40.0000,金融,22.6528,2017-06-30,6.2400,0.1605,0.0000,0.0000,107.0974,107.0974,17.1630,17.1630
01788.HK,国泰君安国际,"4,020.0000",综合金融,40.0000,金融,20.9722,2017-06-30,2.4200,-1.6260,0.0000,0.0000,169.2491,169.2491,69.9377,69.9377
01776.HK,广发证券,"4,020.0000",综合金融,40.0000,金融,19.5789,2017-06-30,15.6800,-0.7595,0.0000,0.0000,266.8416,"1,194.9865",17.0180,76.2109
